DATE	TIMEHM	TIMESEC	LATD	LATM	LONGD	LONGM	DEPTH	MAG
50401	1452	44.62	21	4.09	48	29.97	0.37	0.0
50401	1610	32.20	21	3.65	48	30.20	0.13	0.0
50401	1707	0.93	21	2.59	48	30.98	0.30	0.0
50401	1758	5.11	21	3.58	48	29.82	0.15	0.0
50401	1838	42.70	21	3.12	48	31.06	0.30	0.0
50401	1848	16.53	21	4.37	48	29.79	0.15	0.0
50401	2043	43.09	21	3.73	48	30.47	0.47	0.0
50401	2207	39.78	21	3.73	48	30.53	0.15	0.0
50401	2243	59.74	21	3.13	48	30.74	2.11	0.0
50402	0105	9.22	21	4.01	48	30.10	0.14	0.0
50402	0205	10.85	21	4.15	48	30.42	0.16	0.0
50402	0233	43.85	21	3.84	48	30.36	0.13	0.0
50402	0616	8.29	21	4.05	48	30.14	0.13	0.0
50402	0636	39.76	21	3.69	48	30.34	0.30	0.0
50402	0816	21.38	21	2.99	48	30.64	0.60	0.0
50402	0827	8.50	21	3.71	48	30.34	0.30	0.0
50402	0916	15.34	21	4.09	48	30.48	0.14	0.0
50402	0921	42.31	21	3.70	48	30.31	0.13	0.0
50402	0946	52.71	21	3.69	48	30.20	0.30	0.0
50402	1032	4.73	21	3.67	48	30.39	0.13	0.0
50402	1255	43.07	21	4.25	48	29.98	0.30	0.0
50402	1335	35.62	21	3.69	48	30.04	0.12	0.0
50402	1342	46.12	21	3.71	48	30.15	0.17	0.0
50402	1346	37.96	21	3.65	48	30.07	0.40	0.0
50402	1353	43.97	21	4.29	48	30.05	0.14	0.0
50402	1356	12.99	21	3.71	48	30.14	0.15	0.0
50402	1502	45.23	21	3.63	48	29.87	0.14	0.0
50402	1525	16.81	21	3.66	48	30.18	0.16	0.0
50402	1529	29.13	21	3.67	48	30.34	0.10	0.0
50402	1549	19.41	21	3.64	48	30.40	0.30	0.0
50402	1554	59.70	21	3.73	48	30.10	0.08	0.0
50402	1554	59.64	21	3.65	48	29.99	0.30	0.0
50402	1605	15.49	21	3.68	48	30.24	0.13	0.0
50402	1615	49.64	21	3.67	48	30.21	0.15	0.0
50402	1624	38.41	21	2.14	48	28.38	4.78	0.0
50402	1629	5.83	21	3.69	48	30.16	0.36	0.0
50402	1713	52.75	21	4.03	48	30.44	0.30	0.0
50402	1727	23.53	21	3.65	48	30.52	0.17	0.0
50402	1841	33.68	21	4.12	48	30.12	0.15	0.0
50402	1921	13.23	21	3.23	48	30.77	0.80	0.0
50402	1939	44.67	21	3.72	48	30.38	0.17	0.0
50402	1949	42.27	21	3.76	48	30.34	0.16	0.0
50402	1959	40.31	21	3.73	48	30.20	0.30	0.0
50402	2104	33.73	21	3.70	48	30.53	0.30	0.0
50402	2106	27.49	21	3.66	48	30.49	0.13	0.0
50402	2107	46.34	21	3.72	48	30.53	0.76	0.0
50402	2109	32.90	21	3.64	48	30.72	0.17	0.0
50402	2116	33.72	21	3.68	48	30.50	0.13	0.0
50402	2223	46.35	21	4.15	48	30.40	0.22	0.0
50402	2247	55.13	21	3.71	48	30.49	0.15	0.0
50402	2249	9.62	21	3.72	48	30.58	0.30	0.0
50402	2249	45.08	21	3.72	48	30.47	0.12	0.0
50402	2253	6.95	21	3.76	48	30.18	0.69	0.0
50402	2256	49.33	21	3.67	48	30.50	0.20	0.0
50402	2310	31.90	21	3.61	48	30.33	0.12	0.0
50402	2322	53.86	21	3.61	48	30.35	0.16	0.0
50402	2327	4.82	21	3.72	48	30.47	0.13	0.0
50402	2328	39.97	21	3.62	48	30.30	0.12	0.0
50402	2330	32.54	21	3.60	48	30.31	0.09	0.0
50402	2341	43.78	21	3.76	48	30.50	0.14	0.0
50403	0022	12.22	21	3.58	48	30.36	0.64	0.0
50403	0023	38.74	21	3.81	48	30.50	0.66	0.0
50403	0027	1.95	21	3.77	48	30.41	0.13	0.0
50403	0028	0.93	21	3.80	48	30.44	0.16	0.0
50403	0205	19.78	21	3.74	48	30.13	0.14	0.0
50403	0223	5.99	21	3.74	48	30.56	0.15	0.0
50403	0228	8.37	21	4.02	48	30.45	0.14	0.0
50403	0232	13.81	21	4.09	48	30.15	0.30	0.0
50403	0233	39.08	21	4.04	48	30.17	0.15	0.0
50403	0246	6.07	21	3.71	48	30.51	0.16	0.0
50403	0334	53.64	21	4.02	48	30.15	0.30	0.0
50403	0337	20.21	21	4.04	48	30.14	0.11	0.0
50403	0415	19.70	21	3.51	48	30.66	0.17	0.0
50403	0424	51.95	21	4.15	48	30.14	0.32	0.0
50403	0511	35.73	21	3.59	48	30.52	0.30	0.0
50403	0524	41.35	21	3.79	48	30.14	0.08	0.0
50403	0547	4.38	21	4.04	48	30.36	0.10	0.0
50403	0712	57.37	21	4.06	48	30.14	0.11	0.0
50403	0713	54.38	21	4.14	48	30.00	0.13	0.0
50403	0735	46.54	21	3.99	48	30.16	0.14	0.0
50403	0736	31.24	21	3.99	48	30.19	0.14	0.0
50403	0738	5.52	21	4.00	48	30.17	0.14	0.0
50403	0747	7.01	21	3.94	48	30.24	0.13	0.0
50403	0756	11.37	21	4.14	48	30.13	0.14	0.0
50403	0809	18.77	21	3.58	48	30.63	0.30	0.0
50403	0813	51.98	21	3.99	48	30.23	0.30	0.0
50403	0836	55.47	21	3.99	48	30.15	0.17	0.0
50403	0856	4.69	21	4.06	48	30.17	0.11	0.0
50403	0903	31.90	21	4.09	48	30.19	0.16	0.0
50403	0909	8.99	21	4.03	48	30.22	0.13	0.0
50403	0922	25.31	21	4.08	48	30.17	0.14	0.0
50403	0929	4.48	21	4.11	48	30.19	0.12	0.0
50403	0933	4.63	21	4.05	48	30.23	0.20	0.0
50403	0934	6.03	21	3.55	48	30.49	0.21	0.0
50403	0942	49.83	21	4.10	48	30.21	0.21	0.0
50403	0944	9.35	21	4.11	48	30.14	0.15	0.0
50403	1026	43.70	21	4.07	48	30.10	0.16	0.0
50403	1035	11.34	21	3.14	48	30.51	0.31	0.0
50403	1046	39.32	21	4.10	48	30.17	0.15	0.0
50403	1052	50.35	21	4.18	48	30.39	0.30	0.0
50403	1114	45.67	21	2.98	48	30.75	0.30	0.0
50403	1244	16.25	21	4.24	48	29.87	0.03	0.0
50403	1316	7.54	21	4.11	48	30.01	0.30	0.0
50403	1346	34.86	21	4.08	48	30.35	0.79	0.0
50403	1409	40.64	21	4.14	48	29.89	0.37	0.0
50403	1426	4.04	21	4.02	48	30.13	0.13	0.0
50403	1510	22.07	21	3.62	48	30.07	0.16	0.0
50403	1520	27.08	21	2.95	48	31.01	0.13	0.0
50403	1530	0.51	21	4.04	48	30.09	0.16	0.0
50403	1630	46.37	21	3.62	48	30.60	0.15	0.0
50403	1654	37.71	21	3.93	48	30.34	0.89	0.0
50403	1701	5.11	21	4.06	48	30.41	0.72	0.0
50403	1738	32.34	21	4.06	48	29.97	0.30	0.0
50403	1755	32.90	21	3.00	48	30.88	0.21	0.0
50403	1808	5.44	21	4.01	48	30.29	0.15	0.0
50403	1830	35.38	21	4.07	48	30.22	0.21	0.0
50403	1902	11.26	21	3.07	48	31.14	0.19	0.0
50403	1922	57.80	21	3.17	48	30.72	0.88	0.0
50403	1925	48.90	21	4.24	48	30.21	0.12	0.0
50403	1941	56.84	21	3.48	48	30.56	0.58	0.0
50403	2121	20.65	21	4.01	48	30.44	0.13	0.0
50403	2130	54.34	21	3.98	48	30.41	0.13	0.0
50403	2203	18.30	21	3.54	48	30.57	0.13	0.0
50403	2301	10.53	21	4.03	48	30.12	0.14	0.0
50403	2350	19.75	21	3.18	48	31.08	0.99	0.0
50404	0012	27.75	21	3.90	48	30.15	0.39	0.0
50404	0019	27.96	21	4.15	48	30.15	0.17	0.0
50404	0032	4.96	21	2.94	48	30.63	0.15	0.0
50404	0105	57.85	21	3.01	48	30.72	1.03	0.0
50404	0109	25.72	21	3.46	48	30.97	0.30	0.0
50404	0110	44.22	21	4.17	48	30.25	0.13	0.0
50404	0125	37.68	21	3.14	48	30.62	0.21	0.0
50404	0131	56.84	21	3.62	48	30.74	0.12	0.0
50404	0132	22.80	21	4.11	48	30.59	0.30	0.0
50404	0240	40.10	21	2.68	48	31.15	0.17	0.0
50404	0253	44.22	21	3.62	48	30.95	0.15	0.0
50404	0355	27.26	21	3.92	48	29.92	0.30	0.0
50404	0430	20.49	21	4.13	48	30.33	0.11	0.0
50404	0537	52.06	21	3.94	48	29.86	0.30	0.0
50404	0724	35.46	21	3.73	48	30.01	0.30	0.0
50404	0734	53.94	21	4.01	48	29.92	0.67	0.0
50404	0735	14.89	21	3.73	48	30.01	0.30	0.0
50404	0807	24.36	21	4.06	48	29.96	0.30	0.0
50404	0926	33.14	21	4.18	48	30.32	0.11	0.0
50404	1022	20.51	21	4.30	48	30.33	0.79	0.0
50404	1028	10.55	21	3.90	48	29.90	0.15	0.0
50404	1107	59.80	21	4.27	48	30.34	0.13	0.0
50404	1457	39.17	21	3.69	48	30.66	0.30	0.0
50404	1531	9.43	21	3.78	48	30.21	0.14	0.0
50404	1534	6.31	21	4.15	48	30.35	0.11	0.0
50404	2212	53.65	21	4.00	48	30.10	0.30	0.0
50404	2250	56.70	21	4.15	48	30.07	0.14	0.0
50404	2329	38.39	21	4.31	48	29.83	0.15	0.0
50404	2331	52.53	21	4.28	48	29.92	0.20	0.0
50404	2356	4.04	21	4.29	48	29.92	0.16	0.0
50405	0042	32.05	21	4.16	48	30.04	0.12	0.0
50405	1442	16.38	21	4.15	48	30.10	0.05	0.0
50405	1836	55.19	21	4.26	48	30.32	0.11	0.0
50405	1908	38.85	21	4.25	48	30.35	0.65	0.0
50405	1945	14.48	21	3.60	48	30.32	0.46	0.0
50405	2214	15.47	21	4.13	48	30.09	0.15	0.0
50405	2247	49.59	21	4.10	48	30.00	0.11	0.0
50405	2319	52.51	21	3.98	48	30.16	0.12	0.0
50406	0156	33.71	21	3.75	48	30.73	0.30	0.0
50406	0459	16.26	21	4.13	48	30.46	0.47	0.0
50406	0532	25.71	21	3.82	48	30.59	0.38	0.0
50406	0614	2.65	21	3.37	48	30.67	0.40	0.0
50406	0632	35.76	21	3.72	48	30.72	0.94	0.0
50406	0637	3.19	21	3.61	48	30.73	0.05	0.0
50406	0715	59.93	21	3.66	48	30.37	0.14	0.0
50406	0738	46.03	21	3.25	48	30.53	0.86	0.0
50406	0750	31.65	21	3.16	48	30.78	0.30	0.0
50406	0837	46.78	21	3.70	48	30.24	0.13	0.0
50406	0941	50.71	21	3.35	48	30.62	0.34	0.0
50406	1005	47.29	21	4.18	48	30.16	0.16	0.0
50406	1045	40.33	21	3.29	48	30.50	0.82	0.0
50406	1110	20.42	21	4.24	48	29.98	0.12	0.0
50406	1124	49.72	21	3.35	48	30.50	0.50	0.0
50406	1153	9.26	21	3.40	48	30.51	0.43	0.0
50406	1506	10.85	21	3.90	48	30.15	0.14	0.0
50406	1716	25.54	21	3.45	48	30.47	0.51	0.0
50406	1946	9.22	21	4.24	48	30.01	0.04	0.0
50407	0135	44.04	21	3.62	48	30.18	0.33	0.0
50407	0300	43.86	21	3.55	48	30.52	0.30	0.0
50407	0308	45.14	21	3.19	48	30.25	1.48	0.0
50407	0311	16.38	21	3.96	48	30.68	1.16	0.0
50407	0530	14.17	21	3.37	48	30.59	0.56	0.0
50407	0559	10.74	21	4.29	48	30.03	0.13	0.0
50407	0653	0.44	21	3.46	48	30.64	0.30	0.0
50407	1106	31.51	21	3.52	48	30.45	0.30	0.0
50407	1228	20.00	21	3.58	48	30.50	0.30	0.0
50407	1440	6.18	21	4.13	48	30.27	0.03	0.0
50407	1529	11.53	21	3.83	48	30.32	0.33	0.0
50407	1535	16.35	21	3.83	48	30.35	0.15	0.0
50407	1537	19.99	21	3.84	48	30.33	0.15	0.0
50407	1842	44.75	21	4.06	48	30.07	0.30	0.0
50407	1954	52.70	21	3.70	48	30.23	0.13	0.0
50407	2150	19.82	21	4.22	48	30.14	0.14	0.0
50408	0141	29.04	21	4.05	48	30.10	0.14	0.0
50408	0424	4.86	21	4.07	48	30.16	0.30	0.0
50408	0642	17.51	21	3.43	48	30.49	0.55	0.0
50408	0914	54.69	21	4.24	48	30.09	0.15	0.0
50408	1542	28.60	21	4.11	48	30.13	0.11	0.0
50409	0637	37.77	21	3.70	48	30.31	0.12	0.0
50409	1017	0.80	21	3.39	48	30.76	0.57	0.0
50409	1239	23.78	21	3.67	48	30.28	0.15	0.0
50409	1918	26.06	21	3.98	48	30.73	2.14	0.0
50409	2014	5.34	21	3.67	48	30.60	0.30	0.0
50410	0003	50.57	21	3.21	48	30.65	0.86	0.0
50410	0031	59.79	21	3.26	48	30.66	0.59	0.0
50410	0032	20.24	21	3.37	48	30.66	0.56	0.0
50410	0110	13.46	21	3.33	48	30.69	0.30	0.0
50410	0421	17.56	21	4.03	48	30.17	0.15	0.0
50410	0454	29.60	21	4.17	48	30.34	0.22	0.0
50410	0502	24.57	21	4.14	48	30.47	0.12	0.0
50410	0531	29.70	21	3.97	48	30.15	0.19	0.0
50410	0555	51.62	21	3.14	48	30.62	0.92	0.0
50410	0819	29.68	21	4.16	48	30.22	0.30	0.0
50410	1448	33.97	21	2.91	48	31.10	0.76	0.0
50411	0928	5.43	21	4.26	48	30.04	0.12	0.0
50411	1603	3.56	21	4.34	48	30.26	0.15	0.0
50411	1612	48.46	21	3.29	48	30.60	0.30	0.0
50411	1825	26.21	21	3.29	48	30.60	0.66	0.0
50411	2253	41.83	21	4.10	48	30.13	0.12	0.0
50412	1658	38.08	21	4.16	48	30.34	0.30	0.0
50412	1953	15.72	21	4.49	48	30.32	0.49	0.0
50412	2102	13.90	21	4.37	48	30.21	0.14	0.0
50413	1419	20.26	21	3.98	48	30.26	0.13	0.0
50413	1655	47.16	21	4.14	48	30.33	0.63	0.0
50414	0753	21.26	21	4.11	48	30.48	0.44	0.0
50414	1830	5.61	21	3.97	48	30.43	0.33	0.0
50414	1927	25.96	21	3.68	48	30.79	0.87	0.0
50414	1958	14.11	21	4.08	48	30.48	0.30	0.0
50414	2135	12.94	21	3.95	48	30.43	0.16	0.0
50415	1737	9.24	21	4.01	48	30.35	0.34	0.0
50416	0854	38.29	21	3.87	48	30.19	0.15	0.0
50416	2051	11.54	21	3.90	48	30.46	0.34	0.0
50417	0201	15.47	21	4.10	48	30.44	0.30	0.0
50417	2119	26.36	21	3.74	48	30.34	0.14	0.0
50419	0019	23.92	21	3.50	48	31.24	0.21	0.0
50419	0403	26.12	21	3.79	48	30.22	0.13	0.0
50419	0846	28.77	21	4.35	48	30.17	0.15	0.0
50419	1949	22.69	21	3.76	48	30.20	0.14	0.0
50419	2157	59.87	21	3.20	48	30.49	0.55	0.0
50420	0053	53.42	21	3.11	48	30.52	0.44	0.0
50420	0558	22.46	21	3.12	48	30.48	0.13	0.0
50421	0607	23.41	21	4.21	48	30.23	0.28	0.0
50421	1537	48.17	21	3.64	48	30.29	0.15	0.0
50424	0201	6.57	21	3.68	48	30.21	0.21	0.0
50424	0402	13.64	21	3.67	48	30.79	0.71	0.0
50424	0523	30.19	21	3.59	48	30.32	0.23	0.0
50424	1824	44.70	21	3.55	48	30.39	0.50	0.0
50426	1010	1.44	21	3.62	48	30.32	0.13	0.0
50426	2035	27.47	21	3.57	48	30.82	0.63	0.0
50426	2319	34.19	21	3.55	48	30.82	0.14	0.0
50429	2121	17.09	21	4.45	48	30.22	0.13	0.0
50505	1608	18.20	21	4.06	48	30.73	0.71	0.0
50506	2311	46.31	21	3.63	48	30.27	0.12	0.0
50516	2337	15.63	21	4.41	48	30.38	1.90	0.0
50517	0807	17.80	21	3.90	48	29.79	0.57	0.0
50518	2332	26.31	21	3.88	48	30.14	0.11	0.0
50520	0232	46.79	21	3.82	48	30.19	0.16	0.0
50520	0245	2.17	21	3.83	48	30.18	0.12	0.0
50520	1644	30.78	21	3.70	48	30.07	0.42	0.0
50521	1148	13.17	21	4.18	48	30.64	0.82	0.0
50522	0317	21.83	21	3.78	48	30.62	0.34	0.0
50522	0317	52.49	21	4.11	48	30.07	0.14	0.0
50522	0321	40.22	21	4.13	48	30.08	0.10	0.0
50522	0322	12.01	21	4.19	48	30.07	0.15	0.0
50522	0323	28.05	21	4.10	48	30.02	0.11	0.0
50522	0323	44.14	21	4.11	48	30.05	0.25	0.0
50522	0337	47.99	21	4.11	48	30.09	0.12	0.0
50522	1233	59.99	21	4.18	48	30.01	0.30	0.0
50522	1235	28.93	21	4.16	48	30.08	0.15	0.0
50522	1743	10.72	21	4.21	48	30.01	0.14	0.0
50522	1804	45.31	21	4.15	48	29.96	0.30	0.0
50522	1805	4.13	21	4.15	48	30.06	0.11	0.0
50522	1806	22.78	21	4.15	48	30.07	0.16	0.0
50522	1808	5.89	21	4.19	48	29.98	0.14	0.0
50522	1825	5.19	21	4.21	48	29.93	0.13	0.0
50522	1848	10.24	21	4.24	48	29.97	0.30	0.0
50522	1953	20.03	21	4.18	48	30.05	0.13	0.0
50522	2010	6.78	21	4.17	48	30.05	0.13	0.0
50522	2203	30.73	21	4.13	48	30.02	0.23	0.0
50522	2205	39.33	21	4.12	48	29.96	0.30	0.0
50523	0556	8.74	21	4.19	48	29.95	0.30	0.0
50523	0639	7.02	21	4.14	48	30.50	0.50	0.0
50523	1431	12.23	21	4.09	48	30.06	0.20	0.0
50523	1736	56.95	21	4.13	48	30.08	0.11	0.0
50524	1036	53.89	21	4.08	48	30.13	0.11	0.0
50524	1049	2.32	21	4.09	48	30.07	0.18	0.0
50608	2225	49.58	21	4.12	48	30.66	0.47	0.0
50608	2226	41.34	21	4.12	48	30.67	0.27	0.0
50609	0001	6.72	21	3.93	48	30.13	0.19	0.0
50609	0104	59.04	21	4.20	48	30.69	0.70	0.0
50611	2240	39.13	21	3.95	48	30.27	0.12	0.0
50616	0717	54.86	21	3.76	48	30.78	1.09	0.0
50617	0621	27.56	21	4.28	48	30.77	0.62	0.0
50619	2131	19.82	21	3.51	48	30.91	0.21	0.0
50620	0006	43.21	21	3.76	48	30.71	0.30	0.0
50621	1116	50.77	21	3.54	48	30.75	0.12	0.0
50621	1515	18.21	21	4.12	48	30.14	0.16	0.0
50621	2149	26.49	21	4.01	48	30.69	0.11	0.0
50627	0858	5.76	21	4.20	48	30.41	0.17	0.0
50628	0747	52.88	21	3.61	48	30.24	0.12	0.0
50629	2242	11.00	21	3.61	48	30.44	0.75	0.0
50630	1340	31.01	21	4.40	48	29.99	0.30	0.0
50701	0031	37.08	21	4.09	48	30.23	0.15	0.0
50705	0146	42.77	21	4.10	48	30.66	0.55	0.0
50705	0619	30.73	21	3.28	48	30.12	0.30	0.0
50706	0658	11.96	21	3.70	48	30.28	0.19	0.0
50807	2124	4.01	21	4.37	48	29.76	0.30	0.0
50808	1453	19.55	21	3.92	48	30.07	0.47	0.0
50808	1709	16.62	21	3.81	48	30.58	0.47	0.0
50808	1848	9.30	21	4.30	48	29.87	0.15	0.0
50808	2024	0.74	21	4.27	48	29.96	0.16	0.0
50808	2031	26.29	21	4.29	48	29.97	0.30	0.0
50808	2031	41.54	21	4.27	48	30.02	0.16	0.0
50808	2058	49.74	21	4.26	48	29.91	0.13	0.0
50808	2101	40.59	21	4.28	48	29.90	0.30	0.0
50808	2105	36.74	21	4.23	48	29.96	0.13	0.0
50808	2226	50.66	21	4.28	48	29.85	0.16	0.0
50808	2257	5.18	21	4.26	48	30.01	0.12	0.0
50809	0233	19.86	21	4.64	48	30.01	0.30	0.0
50809	0238	40.51	21	4.24	48	29.92	0.15	0.0
50809	0438	43.97	21	4.17	48	29.96	0.25	0.0
50809	0439	2.26	21	4.18	48	29.89	0.14	0.0
50809	0440	0.99	21	4.17	48	29.76	0.24	0.0
50809	0515	59.66	21	4.24	48	29.95	0.16	0.0
50809	0529	36.65	21	4.22	48	29.95	0.16	0.0
50809	0529	56.06	21	4.26	48	29.92	0.14	0.0
50809	0536	51.25	21	4.43	48	29.12	1.20	0.0
50809	0538	13.77	21	4.20	48	29.92	0.14	0.0
50809	0714	52.45	21	3.98	48	30.33	0.30	0.0
50809	1439	36.36	21	4.25	48	30.10	0.16	0.0
50809	1525	6.26	21	4.27	48	30.08	0.22	0.0
50809	1621	58.26	21	3.57	48	30.84	2.81	0.0
50809	2027	11.96	21	4.28	48	30.07	0.14	0.0
50809	2204	48.44	21	3.98	48	29.68	0.30	0.0
50809	2257	36.27	21	4.27	48	30.17	0.12	0.0
50809	2257	54.53	21	4.37	48	29.76	0.30	0.0
50809	2315	47.56	21	4.39	48	30.01	0.13	0.0
50809	2316	34.78	21	4.37	48	29.76	0.30	0.0
50810	0556	6.63	21	3.88	48	30.20	0.15	0.0
50810	0655	37.73	21	3.45	48	30.64	0.49	0.0
50810	0954	11.26	21	3.93	48	29.78	0.38	0.0
50810	1324	9.83	21	4.33	48	30.02	0.12	0.0
50810	1735	25.24	21	3.50	48	30.70	0.67	0.0
50810	1843	22.28	21	3.74	48	30.15	0.15	0.0
50811	0303	9.16	21	4.34	48	29.95	0.11	0.0
50811	0524	35.78	21	4.32	48	29.89	0.16	0.0
50811	0602	17.06	21	4.34	48	29.93	0.20	0.0
50811	0625	23.12	21	4.38	48	29.98	0.14	0.0
50811	0626	2.88	21	4.28	48	30.13	0.13	0.0
50811	0631	39.97	21	4.35	48	29.98	0.14	0.0
50811	1638	44.16	21	4.30	48	29.96	0.14	0.0
50811	1639	20.84	21	4.34	48	29.93	0.15	0.0
50811	1931	36.59	21	4.40	48	29.92	0.16	0.0
50811	2238	2.22	21	4.37	48	29.76	0.30	0.0
50812	0111	47.11	21	4.37	48	29.76	0.30	0.0
50812	0457	41.02	21	4.23	48	30.20	0.14	0.0
50812	1433	16.99	21	4.16	48	29.97	0.14	0.0
50812	1919	13.27	21	4.45	48	30.24	0.30	0.0
50812	2056	10.90	21	4.26	48	30.08	0.30	0.0
50812	2235	58.15	21	3.83	48	30.53	0.63	0.0
50814	0213	52.73	21	4.35	48	30.29	0.30	0.0
50814	0237	6.47	21	4.44	48	30.02	0.12	0.0
50814	0327	42.43	21	4.40	48	30.13	0.13	0.0
50814	0502	30.46	21	4.41	48	30.00	0.18	0.0
50814	1549	7.34	21	4.37	48	29.94	0.14	0.0
50814	1737	13.48	21	4.34	48	29.90	0.13	0.0
50814	1825	44.24	21	4.36	48	30.13	0.30	0.0
50814	2014	48.40	21	3.58	48	30.81	0.81	0.0
50814	2345	9.49	21	4.41	48	30.00	0.11	0.0
50815	0036	3.82	21	4.34	48	30.02	0.13	0.0
50815	1327	21.33	21	4.26	48	30.07	0.15	0.0
50816	0618	39.07	21	4.15	48	30.26	0.14	0.0
50816	1833	59.13	21	1.63	48	20.39	3.07	0.0
50817	0045	58.71	21	4.39	48	29.96	0.11	0.0
50817	0157	6.25	21	3.80	48	30.40	0.38	0.0
50819	0919	33.36	21	4.51	48	29.83	0.09	0.0
50820	0143	49.01	21	3.79	48	30.66	0.30	0.0
50823	0338	29.79	21	3.94	48	29.84	0.38	0.0
50823	0355	14.13	21	3.95	48	29.85	0.30	0.0
50824	0012	36.26	21	3.97	48	30.05	0.30	0.0
50824	1342	5.93	21	3.85	48	29.81	0.30	0.0
50824	2223	5.43	21	3.95	48	29.90	0.36	0.0
50825	0009	40.63	21	3.98	48	29.79	0.39	0.0
50825	0129	47.43	21	3.99	48	29.74	0.35	0.0
50825	0353	8.95	21	3.96	48	29.86	0.41	0.0
50825	0356	52.84	21	4.32	48	30.00	0.16	0.0
50825	0521	45.70	21	3.98	48	29.83	0.38	0.0
50825	0639	39.54	21	3.93	48	29.85	0.39	0.0
50825	0821	49.62	21	3.97	48	29.84	0.41	0.0
50825	0826	3.08	21	3.87	48	29.88	0.27	0.0
50825	1148	3.21	21	3.93	48	29.85	0.41	0.0
50825	1215	53.38	21	3.95	48	29.68	0.30	0.0
50826	1102	4.80	21	3.90	48	29.87	0.30	0.0
50826	1336	7.94	21	3.87	48	29.78	0.38	0.0
50827	0620	40.66	21	3.94	48	29.77	0.30	0.0
50827	1220	9.65	21	3.50	48	30.65	0.30	0.0
50827	1230	48.65	21	3.32	48	30.65	0.47	0.0
50830	2201	2.04	21	3.78	48	30.69	0.94	0.0
50830	2331	16.90	21	3.77	48	30.08	0.35	0.0
50831	0455	28.20	21	4.43	48	29.88	0.14	0.0
50902	1324	40.74	21	4.26	48	30.59	1.05	0.0
50902	1548	52.13	21	3.94	48	30.06	0.14	0.0
50903	1857	8.75	21	4.05	48	30.07	0.15	0.0
50924	1245	34.03	21	3.52	48	30.75	0.93	0.0
51010	0631	23.29	21	2.53	48	30.93	0.30	0.0
51014	2334	35.02	21	3.74	48	30.44	0.30	0.0
51016	0656	15.25	21	3.63	48	30.83	0.01	0.0
51019	1553	16.60	21	4.02	48	30.46	0.15	0.0
51019	1554	58.10	21	3.87	48	30.28	0.85	0.0
51019	1708	14.01	21	4.09	48	30.46	0.15	0.0
51021	0054	49.22	21	3.66	48	30.14	0.15	0.0
51218	1858	56.16	21	4.06	48	30.63	0.56	0.0
51218	1904	45.11	21	4.04	48	30.60	0.30	0.0
51224	1904	11.72	21	3.49	48	30.28	0.30	0.0
51230	0726	55.91	21	3.69	48	30.21	0.11	0.0
60203	0235	26.39	21	4.13	48	30.22	0.30	0.0
60207	1144	9.18	21	3.59	48	30.56	0.30	0.0
60218	2136	0.59	21	3.88	48	30.39	0.30	0.0
60308	0621	3.39	21	4.46	48	29.95	0.16	0.0
60312	0545	51.77	21	4.46	48	29.98	0.30	0.0
60314	2309	33.88	21	4.01	48	30.51	0.14	0.0
60315	2135	35.11	21	3.96	48	30.61	0.39	0.0
60323	2324	32.97	21	2.41	48	31.31	0.12	0.0
60324	1003	29.82	21	4.46	48	29.95	0.30	0.0
60324	1004	29.92	21	4.39	48	29.91	0.16	0.0
60324	1005	43.95	21	4.49	48	30.04	0.12	0.0
60324	2344	5.16	21	4.39	48	29.90	0.13	0.0
60325	1602	42.57	21	2.56	48	31.20	1.63	0.0
60325	2245	23.37	21	2.56	48	30.84	2.51	0.0
60326	0253	15.43	21	2.98	48	30.85	0.75	0.0
60326	0612	49.40	21	3.13	48	30.85	0.30	0.0
60326	0904	29.52	21	3.33	48	30.70	0.18	0.0
60326	0936	51.02	21	2.91	48	30.48	1.58	0.0
60326	1624	48.74	21	2.85	48	30.53	3.28	0.0
60327	1816	5.89	21	2.61	48	31.06	0.30	0.0
60329	0434	44.41	21	2.69	48	30.90	0.20	0.0
60329	0437	38.70	21	2.76	48	31.03	0.18	0.0
60329	0650	41.71	21	3.26	48	30.93	0.30	0.0
60329	1234	55.50	21	2.13	48	30.96	0.30	0.0
60329	2246	49.39	21	0.69	48	32.99	0.06	0.0
60330	0407	34.72	21	2.90	48	30.85	1.75	0.0
60330	0531	34.34	21	2.72	48	30.90	1.64	0.0
60330	0727	46.56	21	2.93	48	31.00	1.10	0.0
60330	1536	43.22	21	3.04	48	31.17	1.42	0.0
60330	2113	42.89	21	3.72	48	31.19	1.82	0.0
60331	0051	42.78	21	3.11	48	31.21	1.38	0.0
60331	0256	24.94	21	2.93	48	30.89	0.52	0.0
60331	1047	46.18	21	3.60	48	30.10	0.94	0.0
60331	1256	24.27	21	1.97	48	30.96	0.30	0.0
60401	0434	28.61	21	3.94	48	30.10	0.13	0.0
60401	0842	11.76	21	3.10	48	30.63	1.94	0.0
60401	1600	52.98	21	3.82	48	30.47	0.30	0.0
60402	0057	29.50	21	3.11	48	30.98	2.36	0.0
60402	0812	5.74	21	2.51	48	30.49	1.10	0.0
60402	0814	20.36	21	2.97	48	30.78	0.30	0.0
60402	1733	3.84	21	3.64	48	30.37	0.30	0.0
60402	1742	33.14	21	2.85	48	30.64	1.49	0.0
60403	1844	30.74	21	2.92	48	30.63	0.97	0.0
60403	2249	6.28	21	3.10	48	30.84	0.30	0.0
60404	0036	27.25	21	3.02	48	30.71	0.88	0.0
